id,dataset,subset,test,input_question,ground_truth,alexa
261,blimp,binding,principle_A_domain_2,Omar says Marla kissed herself.,sentence_good,TODO
693,blimp,binding,principle_A_domain_2,Grace hadn't said a projector does worry herself.,sentence_bad,TODO
352,blimp,binding,principle_A_domain_2,Larry explained Helen talks about himself.,sentence_bad,TODO
510,blimp,determiner_noun_agreement,determiner_noun_agreement_2,William is leaving that library.,sentence_good,TODO
516,blimp,determiner_noun_agreement,determiner_noun_agreement_2,A lot of ladies know that driver.,sentence_good,TODO
883,blimp,determiner_noun_agreement,determiner_noun_agreement_2,These teachers discuss these doctor.,sentence_bad,TODO
658,blimp,determiner_noun_agreement,determiner_noun_agreement_2,Heidi discovered this associations.,sentence_bad,TODO
sks13,glue,cola,null,I put.,0,TODO
m_02,glue,cola,null,Miss Bates can chatter on for hours.,1,TODO
70747c,glue,mnli,null,"{Further, the Comptroller and Auditor General has qualified his opinion on DWP's fiscal year 1995 through fiscal year 2000 financial statements because of the level of fraud and error identified in the benefit programs., There was no fraud and error found in the benefit program., Is the second sentence entailment, contradiction, or neutral to the first?}",contradiction,TODO
137212e,glue,mnli,null,"{On ranches, border collie puppies are taken from the litter and tested for their instinctual desire to herd sheep., Border collies are taken from their litters as puppies on ranches., Is the second sentence entailment, contradiction, or neutral to the first?}",entailment,TODO
54829,glue,qnli,null,"{Which dynasty did Yellow Tiger declare himself the emperor of?, Upon capturing it, he declared himself emperor of the Daxi Dynasty (大西王朝)., Is the second sentence entailment to the first?}",entailment,TODO
56525,glue,qnli,null,"{What type of aircraft did the Torch team travel in?, Internationally, the torch and its accompanying party traveled in a chartered Air China Airbus A330 (registered B-6075), painted in the red and yellow colors of the Olympic Games., Is the second sentence entailment to the first?}",entailment,TODO
401565,glue,qqp,null,"{In the 1880s, if the whole British Empire declared war on France, Germany, and Spain, who would win?, Who would win if Germany (NATO not involved) declared war to Russia in modern times?, Are these two questions duplicates?}",0,TODO
12888,glue,qqp,null,"{What are the benefits of GST bill for common peoples?, What's the importance of GST bill in India?, Are these two questions duplicates?}",1,TODO
79065,msgs,null,control_raising_lexical_content_the,"{This grandson repaired every screen and every adult is seeming to discuss that classmate., Is the sentence an example of control or raising, Is the word ""the"" present?}","{0, 0}",TODO
44008,msgs,null,control_raising_lexical_content_the,"{The French teachers cured that associate and many girls fail to impress most children., Is the sentence an example of control or raising, Is the word ""the"" present?}","{1, 1}",TODO
27140,msgs,null,main_verb_lexical_content_the_2,"{The speculation that this government works with these grandmothers who waved wasn't embarrassing a waitress., Is the main verb in the progressive form?, Is the word ""the"" present?}","{1, 1}",TODO
27101,msgs,null,main_verb_lexical_content_the_2,"{Every wife would destroy some dishes many men who aren't scanning a lot of students couldn't conceal., Is the main verb in the progressive form?, Is the word ""the"" present?}","{0, 0}",TODO
77336,msgs,null,syntactic_category_lexical_content_the,"{Fewer than three French teachers haven't admired an ex-girlfriend and the ex-husband on this college campus is slim., Is there an adjective present?, Is the word ""the"" present?}","{1, 1}",TODO
58504,msgs,null,syntactic_category_lexical_content_the,"{Most ships have looked like the photograph and Paul is a bad doctor., Is there an adjective present?, Is the word ""the"" present?}","{1, 1}",TODO
32769,msgs,null,main_verb_relative_token_position_4,"{Every boyfriend had listened to a man that wouldn't disturb some French teacher the daughter is shaking., Is the main verb in the progressive form?, Does the word 'the' precede the word 'a'?}","{0, 0}",TODO
37569,msgs,null,main_verb_relative_token_position_5,"{That grandmother a library is criticizing explained that that French teacher has descended the slope., Is the main verb in the progressive form?, Does the word 'the' precede the word 'a'?}","{0, 0}",TODO
56209,msgs,null,control_raising_relative_token_position,"{A man discussed some man and every hospital turns out to buy the beer., Is the sentence an example of control or raising, Does the word 'the' precede the word 'a'?}","{0, 0}",TODO
60985,msgs,null,control_raising_relative_token_position,"{A contractor visited the child and that tutor had happened to attack some partner., Is the sentence an example of control or raising, Does the word 'the' precede the word 'a'?}","{0, 0}",TODO
73545,msgs,null,syntactic_category_relative_position,"{A lady had praised each patient and the guy is Rodney., Is there an adjective present?, Does the word 'the' precede the word 'a'?}","{0, 0}",TODO
62505,msgs,null,syntactic_category_relative_position,"{A doctor drank any beer and the mentor is Aaron., Is there an adjective present?, Does the word 'the' precede the word 'a'?}","{0, 0}",TODO
25104,msgs,null,control_raising_control,"{A lot of teenagers will discover these eyes and this customer is overjoyed to hug Erin., Is the sentence an example of control or raising}",{1},TODO
33389,msgs,null,control_raising_control,"{Most piano teachers breed a lot of fish and these senators believe Kevin to shoot that teacher., Is the sentence an example of control or raising}",{0},TODO
23784,msgs,null,main_verb_control_1,"{A notion that a doctor destroyed a car that will maneuver isn't stunning the contractors, Is the main verb in the progressive form?}",{1},TODO
37065,msgs,null,main_verb_control_5,"{A notion that a piano teacher isn't revealing the ship that had tipped over couldn't disgust the senators, Is the main verb in the progressive form?}",{0},TODO
28072,msgs,null,syntactic_category_control,"{The patient at those movie theaters is organized., Is there an adjective present?}",{1},TODO
31184,msgs,null,syntactic_category_control,"{Phillip is the interesting patient., Is there an adjective present?}",{1},TODO
20043,msgs,null,lexical_content_the_control,"{Every man that complains about all paralyses doubted that every doctor fixes no glass, Is the word 'the' present?}",{0},TODO
26758,msgs,null,lexical_content_the_control,"{Some ladies who aren't complaining about that teacher remember that these patients underwhelmed the bank, Is the word 'the' present?}",{1},TODO
27232,msgs,null,relative_position_control,"{Every driver who notices the nose wouldn't doubt that this student hurt a son, Does the word 'the' precede the word 'a'?}",{1},TODO
24044,msgs,null,relative_position_control,"{The lawyer who didn't reveal a gate hasn't disliked that that tutor has taken this foot, Does the word 'the' precede the word 'a'?}",{1},TODO
